year,state,state_po,state_fips,candidate,party,candidatevotes,totalvotes,percentvote
2018,Texas,TX,48,Ted Cruz,republican,4260553,8371655,50.89
2018,Texas,TX,48,Beto O'Rourke,democrat,4045632,8371655,48.33
2018,Utah,UT,49,Mitt Romney,republican,665215,1062845,62.59
2018,Utah,UT,49,Jenny Wilson,democrat,328541,1062845,30.91
2018,Vermont,VT,50,Lawrence Zupan,republican,74663,272624,27.39
2018,Virginia,VA,51,Corey A. Stewart,republican,1374313,3351373,41.01
2018,Virginia,VA,51,Timothy M. Kaine,democrat,1910370,3351373,57.00
2018,Washington,WA,53,Maria Cantwell,democrat,1803364,3086168,58.43
2018,Washington,WA,53,Susan Hutchison,republican,1282804,3086168,41.57
2018,West Virginia,WV,54,Joe Manchin,democrat,288808,582911,49.55
2018,West Virginia,WV,54,Patrick Morrisey,republican,269872,582911,46.30
2018,Wisconsin,WI,55,Tammy Baldwin,democrat,1472914,2657841,55.42
2018,Wisconsin,WI,55,Leah Vukmir,republican,1184885,2657841,44.58
2018,Wyoming,WY,56,John Barrasso,republican,136210,203420,66.96
2018,Wyoming,WY,56,Gary Trauner,democrat,61227,203420,30.10
