year,state,state_po,state_fips,candidate,party,candidatevotes,totalvotes,percentvote
1976,Arizona,AZ,4,Sam Steiger,republican,321236,741210,43.34
1976,Arizona,AZ,4,Dennis DeConcini,democrat,400334,741210,54.01
1976,California,CA,6,S. I. (Sam) Hayakawa,republican,3748973,7470586,50.18
1976,California,CA,6,John V. Tunney,democrat,3502862,7470586,46.89
1976,Connecticut,CT,9,"Lowell P. Weicker, Jr.",republican,785683,1361666,57.70
1976,Connecticut,CT,9,Gloria Schaffer,democrat,561018,1361666,41.20
1976,Delaware,DE,10,Thomas C. Maloney,democrat,98042,224795,43.61
1976,Delaware,DE,10,"William V. Roth, Jr.",republican,125454,224795,55.81
1976,Florida,FL,12,Lawton Chiles,democrat,1799518,2857534,62.97
1976,Florida,FL,12,John Grady,republican,1057886,2857534,37.02
1976,Hawaii,HI,15,Spark M. Matsunaga,democrat,162305,302092,53.73
1976,Hawaii,HI,15,William Quinn,republican,122724,302092,40.62
1976,Indiana,IN,18,Richard G. Lugar,republican,1275833,2161187,59.03
1976,Indiana,IN,18,Vance Hartke,democrat,868522,2161187,40.19
1976,Maine,ME,23,Robert A. G. Monks,republican,193489,486193,39.80
1976,Maine,ME,23,Edmund S. Muskie,democrat,292704,486193,60.20
1976,Maryland,MD,24,"J. Glenn Beall, Jr.",republican,530439,1365290,38.85
1976,Maryland,MD,24,Paul S. Sarbanes,democrat,772101,1365290,56.55
1976,Massachusetts,MA,25,Michael S. Robertson,republican,722641,2491255,29.01
1976,Massachusetts,MA,25,Edward M. Kennedy,democrat,1726657,2491255,69.31
1976,Michigan,MI,26,Marvin L. Esch,republican,1635087,3490412,46.85
1976,Michigan,MI,26,"Donald W. Riegle, Jr.",democrat,1831031,3490412,52.46
1976,Minnesota,MN,27,Jerry Brekke,republican,478602,1912020,25.03
1976,Minnesota,MN,27,Hubert H. Humphrey,democrat,1290736,1912020,67.51
1976,Mississippi,MS,28,John C. Stennis,democrat,554433,554433,100.00
1976,Missouri,MO,29,John C. Danforth,republican,1090067,1914460,56.94
1976,Missouri,MO,29,Warren E. Hearnes,democrat,813571,1914460,42.50
1976,Montana,MT,30,Stanley C. Burger,republican,115213,321445,35.84
1976,Montana,MT,30,John Melcher,democrat,206232,321445,64.16
1976,Nebraska,NE,31,John Y. McCollister,republican,279284,593310,47.07
1976,Nebraska,NE,31,Edward Zorinsky,democrat,313805,593310,52.89
1976,Nevada,NV,32,David Towell,republican,63471,201899,31.44
1976,Nevada,NV,32,Howard W. Cannon,democrat,127214,201899,63.01
1976,New Jersey,NJ,34,"Harrison A. Williams, Jr.",democrat,1681140,2771390,60.66
1976,New Jersey,NJ,34,David F. Norcross,republican,1054508,2771390,38.05
1976,New Mexico,NM,35,Joseph M. Montoya,democrat,176382,413056,42.70
1976,New Mexico,NM,35,"Harrison ""Jack"" Schmitt",republican,234681,413056,56.82
1976,New York,NY,36,James L. Buckley,republican,2525139,6666875,37.88
1976,New York,NY,36,Daniel Patrick Moynihan,democrat,3238511,6666875,48.58
1976,North Dakota,ND,38,Robert Stroup,republican,103466,283062,36.55
1976,North Dakota,ND,38,Quentin N. Burdick,democrat,175772,283062,62.10
1976,Ohio,OH,39,Howard M. Metzenbaum,democrat,1941113,3920613,49.51
1976,Ohio,OH,39,"Robert Taft, Jr.",republican,1823774,3920613,46.52
1976,Pennsylvania,PA,42,H. John Heinz III,republican,2381891,4546353,52.39
1976,Pennsylvania,PA,42,William J. Green,democrat,2126977,4546353,46.78
1976,Rhode Island,RI,44,Richard P. Lorber,democrat,167665,398906,42.03
1976,Rhode Island,RI,44,John H. Chafee,republican,230329,398906,57.74
1976,Tennessee,TN,47,James R. Sasser,democrat,751180,1432046,52.46
1976,Tennessee,TN,47,Bill Brock,republican,673231,1432046,47.01
1976,Texas,TX,48,Alan Steelman,republican,1636370,3874230,42.24
1976,Texas,TX,48,Lloyd Bentsen,democrat,2199956,3874230,56.78
1976,Utah,UT,49,Orrin G. Hatch,republican,290221,522108,55.59
1976,Utah,UT,49,Frank E. Moss,democrat,223948,522108,42.89
1976,Vermont,VT,50,Robert T. Stafford,republican,94481,189060,49.97
1976,Vermont,VT,50,Thomas P. Salmon,democrat,85682,189060,45.32
1976,Virginia,VA,51,E. R. (Bud) Zumwalt,democrat,596009,1557500,38.27
1976,Washington,WA,53,Henry M. Jackson,democrat,1071219,1491111,71.84
1976,Washington,WA,53,George M. Brown,republican,361546,1491111,24.25
1976,West Virginia,WV,54,Robert C. Byrd,democrat,566359,566359,100.00
1976,Wisconsin,WI,55,William Proxmire,democrat,1396970,1935183,72.19
1976,Wisconsin,WI,55,Stanley York,republican,521902,1935183,26.97
1976,Wyoming,WY,56,Gale McGee,democrat,70558,155368,45.41
1976,Wyoming,WY,56,Malcolm Wallop,republican,84810,155368,54.59
1978,Alabama,AL,1,James D. Martin,republican,316170,729842,43.32
1978,Alabama,AL,1,Donald Stewart,democrat,401852,729842,55.06
1978,Alabama,AL,1,Howell Heflin,democrat,547054,582005,93.99
1978,Alaska,AK,2,Donald Hobbs,democrat,29574,122741,24.09
1978,Alaska,AK,2,Ted Stevens,republican,92783,122741,75.59
1978,Arkansas,AR,5,David Pryor,democrat,395506,517138,76.48
1978,Arkansas,AR,5,Tom Kelly,republican,84308,517138,16.30
1978,Colorado,CO,8,Floyd K. Haskell,democrat,330148,819256,40.30
1978,Colorado,CO,8,William L. Armstrong,republican,480801,819256,58.69
1978,Delaware,DE,10,Joseph R. Biden Jr.,democrat,93930,162072,57.96
1978,Delaware,DE,10,James H. Baxter Jr.,republican,66479,162072,41.02
1978,Georgia,GA,13,John W. Stokes,republican,108808,645128,16.87
1978,Georgia,GA,13,Sam Nunn,democrat,536320,645128,83.13
1978,Idaho,ID,16,Dwight Jensen,democrat,89635,284047,31.56
1978,Idaho,ID,16,James A. McClure,republican,194412,284047,68.44
1978,Illinois,IL,17,Alex Smith,democrat,1448187,3184764,45.47
1978,Illinois,IL,17,Charles H. Perey,republican,1698711,3184764,53.34
1978,Iowa,IA,19,Roger W. Jepsen,republican,421598,824576,51.13
1978,Iowa,IA,19,Dick Clark,democrat,395066,824576,47.91
1978,Kansas,KS,20,Nancy Landon Kassebaum,republican,403354,748839,53.86
1978,Kansas,KS,20,Bill Roy,democrat,317602,748839,42.41
1978,Kentucky,KY,21,Walter D. Huddleston,democrat,290730,476783,60.98
1978,Kentucky,KY,21,Louie Guenthner Jr. ,republican,175766,476783,36.86
1978,Louisiana,LA,22,J. Bennett Johnston Jr. ,democrat,1,1,100.00
1978,Maine,ME,23,William D. Hathaway,democrat,127327,375114,33.94
1978,Maine,ME,23,William S. Cohen,republican,212294,375114,56.59
1978,Massachusetts,MA,25,Paul E. Tsongas,democrat,1093283,1985700,55.06
1978,Massachusetts,MA,25,Edward W. Brooke,republican,890584,1985700,44.85
1978,Michigan,MI,26,Carl Levin,democrat,1484193,2846630,52.14
1978,Michigan,MI,26,Robert P. Griffin,republican,1362165,2846630,47.85
1978,Minnesota,MN,27,Bob Short,democrat,538675,1558376,34.57
1978,Minnesota,MN,27,David Durenberger,republican,957908,1558376,61.47
1978,Minnesota,MN,27,Wendell Anderson,democrat,638375,1580622,40.39
1978,Minnesota,MN,27,Rudolph E. Boschwitz,republican,894092,1580622,56.57
1978,Mississippi,MS,28,Maurice Dantin,democrat,187541,590236,31.77
1978,Mississippi,MS,28,Thad Cochran,republican,267302,590236,45.29
1978,Montana,MT,30,Max Baucus,democrat,160353,287942,55.69
1978,Montana,MT,30,Larry Williams,republican,127589,287942,44.31
1978,Nebraska,NE,31,Donald Eugene Shasten,republican,159706,493802,32.34
1978,Nebraska,NE,31,James J. Exon,democrat,334096,493802,67.66
1978,New Hampshire,NH,33,Gordon J. Humphrey,republican,133745,263760,50.71
1978,New Hampshire,NH,33,Thomas J. McIntyre,democrat,127945,263760,48.51
1978,New Jersey,NJ,34,Jeffrey Bell,republican,844200,1957515,43.13
1978,New Jersey,NJ,34,Bill Bradley,democrat,1082960,1957515,55.32
1978,New Mexico,NM,35,Toney Anaya,democrat,160045,343487,46.59
1978,New Mexico,NM,35,Pete V. Domenici,republican,183442,343487,53.41
1978,North Carolina,NC,37,Jesse Helms,republican,619151,1135814,54.51
1978,North Carolina,NC,37,John Randolph Ingram,democrat,516663,1135814,45.49
1978,Oklahoma,OK,40,Robert B. Kamm,republican,247857,754264,32.86
1978,Oklahoma,OK,40,David Lyle Boren,democrat,493953,754264,65.49
1978,Oregon,OR,41,Mark Hatfield,republican,550165,892518,61.64
1978,Oregon,OR,41,Vern Cook,democrat,341616,892518,38.28
1978,Rhode Island,RI,44,Claiborne Pell,democrat,229557,305618,75.11
1978,Rhode Island,RI,44,James G. Reyonlds,republican,76061,305618,24.89
1978,South Carolina,SC,45,Strom Thurmond,republican,351917,632063,55.68
1978,South Carolina,SC,45,Charles D. Ravenel,democrat,280146,632063,44.32
1978,South Dakota,SD,46,Don Barnett,democrat,84767,255599,33.16
1978,South Dakota,SD,46,Larry Pressler,republican,170832,255599,66.84
1978,Tennessee,TN,47,Howard H. Baker,republican,642644,1157094,55.54
1978,Tennessee,TN,47,Jane Eskind,democrat,466228,1157094,40.29
1978,Texas,TX,48,Robert Krueger,democrat,1139149,2312540,49.26
1978,Texas,TX,48,John G. Tower,republican,1151376,2312540,49.79
1978,Virginia,VA,51,Andrew P. Miller,democrat,608511,1222256,49.79
1978,Virginia,VA,51,John William Warner,republican,613232,1222256,50.17
1978,West Virginia,WV,54,Arch A. Moore Jr. ,republican,244317,493351,49.52
1978,West Virginia,WV,54,Jennings Randolph,democrat,249034,493351,50.48
1978,Wyoming,WY,56,Raymond B. Whitaker,democrat,82908,133364,62.17
1978,Wyoming,WY,56,Alan Kooi Simpson,republican,50456,133364,37.83
1980,Alabama,AL,1,Jim Folsom Jr.,democrat,610175,1296757,47.05
1980,Alabama,AL,1,Jeremiah Denton,republican,650362,1296757,50.15
1980,Alaska,AK,2,Clark S. Gruening,democrat,72007,156762,45.93
1980,Alaska,AK,2,Frank H. Murkowski,republican,84159,156762,53.69
1980,Arizona,AZ,4,Barry Goldwater,republican,432371,874238,49.46
1980,Arizona,AZ,4,Bill Schulz,democrat,422972,874238,48.38
1980,Arkansas,AR,5,Dale Bumpers,democrat,477905,808812,59.09
1980,Arkansas,AR,5,Bill Clark,republican,330576,808812,40.87
1980,California,CA,6,Paul Gann,republican,3091671,8324012,37.14
1980,California,CA,6,Alan Cranston,democrat,4704098,8324012,56.51
1980,Colorado,CO,8,Gary Hart,democrat,590501,1173142,50.33
1980,Colorado,CO,8,Mary Estill Buchanan,republican,571295,1173142,48.70
1980,Connecticut,CT,9,Christopher J. Dodd,democrat,763969,1356075,56.34
1980,Connecticut,CT,9,James L. Buckley,republican,581884,1356075,42.91
1980,Florida,FL,12,Bill Gunter,democrat,1705409,3528028,48.34
1980,Florida,FL,12,Paula Hawkins,republican,1822460,3528028,51.66
1980,Georgia,GA,13,Herman E. Talmadge,democrat,776143,1579829,49.13
1980,Georgia,GA,13,Mack Mattingly,republican,803686,1579829,50.87
1980,Hawaii,HI,15,Daniel K. Inouye,democrat,224485,288006,77.94
1980,Hawaii,HI,15,Cooper Brown,republican,53068,288006,18.43
1980,Idaho,ID,16,Steve Symms,republican,218701,439647,49.74
1980,Idaho,ID,16,Frank Church,democrat,214439,439647,48.78
1980,Illinois,IL,17,David C. O'Neal,republican,1946296,4580029,42.50
1980,Illinois,IL,17,Alan J. Dixon,democrat,2565302,4580029,56.01
1980,Indiana,IN,18,Birch Bayh,democrat,1015962,2198376,46.21
1980,Indiana,IN,18,Dan Quayle,republican,1182414,2198376,53.79
1980,Iowa,IA,19,Charles E. Grassley,republican,683014,1276986,53.49
1980,Iowa,IA,19,John Culver,democrat,581545,1276986,45.54
1980,Kansas,KS,20,Bob Dole,republican,598686,938957,63.76
1980,Kansas,KS,20,John Simpson,democrat,340271,938957,36.24
1980,Kentucky,KY,21,Wendell H. Ford,democrat,720891,1106920,65.13
1980,Kentucky,KY,21,Mary Louise Foust,republican,386029,1106920,34.87
1980,Louisiana,LA,22,Louis Woody Jenkins,democrat,325922,841013,38.75
1980,Louisiana,LA,22,Russell B. Long,democrat,484770,841013,57.64
1980,Louisiana,LA,22,Jerry C. Bardwell,republican,13739,841013,1.63
1980,Louisiana,LA,22,Robert Max Ross,republican,10208,841013,1.21
1980,Maryland,MD,24,Charles McC. Mathias Jr. ,republican,850970,1286088,66.17
1980,Maryland,MD,24,Edward T. Conroy,democrat,435118,1286088,33.83
1980,Missouri,MO,29,Gene McNary,republican,985399,2066965,47.67
1980,Missouri,MO,29,Thomas F. Eagleton,democrat,1074859,2066965,52.00
1980,Nevada,NV,32,Paul Laxalt,republican,144224,243273,59.28
1980,Nevada,NV,32,Mary Gojack,democrat,92129,243273,37.87
1980,New Hampshire,NH,33,Warren Rudman,republican,195559,375060,52.14
1980,New Hampshire,NH,33,John A. Durkin,democrat,179455,375060,47.85
1980,New York,NY,36,Alfonse M. D'Amato,republican,2272082,6014914,37.77
1980,New York,NY,36,Elizabeth Holtzman,democrat,2618661,6014914,43.54
1980,North Carolina,NC,37,Robert Morgan,democrat,887653,1797665,49.38
1980,North Carolina,NC,37,John P. East,republican,898064,1797665,49.96
1980,Ohio,OH,39,James E. Betts,republican,1137695,4027303,28.25
1980,Ohio,OH,39,John Glenn,democrat,2770786,4027303,68.80
1980,Oklahoma,OK,40,Don Nickles,republican,587252,1098294,53.47
1980,Oklahoma,OK,40,Andy Coats,democrat,478283,1098294,43.55
1980,Oregon,OR,41,Ted Kulongoski,democrat,501963,1140494,44.01
1980,Oregon,OR,41,Bob Packwood,republican,594290,1140494,52.11
1980,Pennsylvania,PA,42,Pete Flaherty,democrat,2122391,4418042,48.04
1980,Pennsylvania,PA,42,Arlen Specter,republican,2230404,4418042,50.48
1980,South Carolina,SC,45,Marshall Mays,republican,257946,870500,29.63
1980,South Carolina,SC,45,Ernest Fritz Hollings,democrat,612554,870500,70.37
1980,South Dakota,SD,46,James Abdnor,republican,190594,327478,58.20
1980,South Dakota,SD,46,George McGovern,democrat,129018,327478,39.40
1980,Utah,UT,49,Jake Garn,republican,437675,594298,73.65
1980,Utah,UT,49,Dan Berman,democrat,151454,594298,25.48
1980,Vermont,VT,50,Stewart M. Ledbetter,republican,101421,209124,48.50
1980,Vermont,VT,50,Patrick J. Leahy,democrat,104176,209124,49.82
1980,Washington,WA,53,Warren G. Magnuson,democrat,792052,1728369,45.83
1980,Washington,WA,53,Slade Gorton,republican,936317,1728369,54.17
1980,Wisconsin,WI,55,Robert W. Kasten Jr.,republican,1106311,2204202,50.19
1980,Wisconsin,WI,55,Gaylord A. Nelson,democrat,1065487,2204202,48.34
1982,Arizona,AZ,4,Dennis DeConcini,democrat,411970,723885,56.91
1982,Arizona,AZ,4,Pete Dunn,republican,291749,723885,40.30
1982,California,CA,6,"Edmund G. Brown, Jr.",democrat,3494968,7805450,44.78
1982,California,CA,6,Pete Wilson,republican,4022565,7805450,51.54
1982,Connecticut,CT,9,Anthony Toby Moffett,democrat,499146,1083508,46.07
1982,Connecticut,CT,9,"Lowell P. Weicker, Jr.",republican,545987,1083508,50.39
1982,Delaware,DE,10,David N. Levinson,democrat,84413,190960,44.20
1982,Delaware,DE,10,"William V. Roth, Jr.",republican,105357,190960,55.17
1982,Florida,FL,12,Van B. Poole,republican,1015330,2653419,38.26
1982,Florida,FL,12,Lawton Chiles,democrat,1637667,2653419,61.72
1982,Hawaii,HI,15,Spark Matsunaga,democrat,245386,306410,80.08
1982,Hawaii,HI,15,Clarence J. Brown,republican,52071,306410,16.99
1982,Indiana,IN,18,Floyd J. Fithian,democrat,828400,1817287,45.58
1982,Indiana,IN,18,Richard G. Lugar,republican,978301,1817287,53.83
1982,Maine,ME,23,David F. Emery,republican,179882,459715,39.13
1982,Maine,ME,23,George J. Mitchell,democrat,279819,459715,60.87
1982,Maryland,MD,24,Paul S. Sarbanes,democrat,707356,1114690,63.46
1982,Maryland,MD,24,Lawrence J. Hogan,republican,407334,1114690,36.54
1982,Massachusetts,MA,25,Ray Shamie,republican,784602,2050769,38.26
1982,Massachusetts,MA,25,Edward M. Kennedy,democrat,1247084,2050769,60.81
1982,Michigan,MI,26,"Donald W. Riegle, Jr.",democrat,1728793,2994334,57.74
1982,Michigan,MI,26,Philip E. Ruppe,republican,1223288,2994334,40.85
1982,Minnesota,MN,27,Mark Dayton,democrat,840401,1804675,46.57
1982,Minnesota,MN,27,Dave Durenberger,republican,949207,1804675,52.60
1982,Mississippi,MS,28,John C. Stennis,democrat,414099,645026,64.20
1982,Mississippi,MS,28,Haley Barbour,republican,230927,645026,35.80
1982,Missouri,MO,29,Harriett Woods,democrat,758629,1543521,49.15
1982,Missouri,MO,29,John C. Danforth,republican,784876,1543521,50.85
1982,Montana,MT,30,Larry Williams,republican,133789,321062,41.67
1982,Montana,MT,30,John Melcher,democrat,174861,321062,54.46
1982,Nebraska,NE,31,Edward Zorinsky,democrat,363350,545647,66.59
1982,Nebraska,NE,31,Jim Keck,republican,155760,545647,28.55
1982,Nevada,NV,32,Chic Hecht,republican,120377,235097,51.20
1982,Nevada,NV,32,Howard Cannon,democrat,114720,235097,48.80
1982,New Jersey,NJ,34,Millicent Fenwick,republican,1047626,2193945,47.75
1982,New Jersey,NJ,34,Frank R. Lautenberg,democrat,1117549,2193945,50.94
1982,New Mexico,NM,35,Harrison H. Schmitt,republican,187128,404810,46.23
1982,New Mexico,NM,35,Jeff Bingaman,democrat,217682,404810,53.77
1982,New York,NY,36,Florence M. Sullivan,republican,1415749,4967729,28.50
1982,New York,NY,36,Daniel P. Moynihan,democrat,3089871,4967729,62.20
1982,North Dakota,ND,38,Gene Knorr,republican,89304,262465,34.03
1982,North Dakota,ND,38,Quentin N. Burdick,democrat,164873,262465,62.82
1982,Ohio,OH,39,Paul E. Pfeifer,republican,1396790,3395463,41.14
1982,Ohio,OH,39,Howard M. Metzenbaum,democrat,1923767,3395463,56.66
1982,Pennsylvania,PA,42,Cyril H. Wecht,democrat,1412965,3604108,39.20
1982,Pennsylvania,PA,42,John Heinz,republican,2136418,3604108,59.28
1982,Rhode Island,RI,44,John H. Chafee,republican,175495,342778,51.20
1982,Rhode Island,RI,44,Julius C. Michaelson,democrat,167283,342778,48.80
1982,Tennessee,TN,47,Robin Beard,republican,479642,1259785,38.07
1982,Tennessee,TN,47,Jim Sasser,democrat,780113,1259785,61.92
1982,Texas,TX,48,Lloyd Bentsen,democrat,1818223,3103167,58.59
1982,Texas,TX,48,Jim Collins,republican,1256759,3103167,40.50
1982,Utah,UT,49,Orrin G. Hatch,republican,309332,530802,58.28
1982,Utah,UT,49,Ted Wilson,democrat,219482,530802,41.35
1982,Vermont,VT,50,Robert T. Stafford,republican,84449,168002,50.27
1982,Vermont,VT,50,James A. Guest,democrat,79340,168002,47.23
1982,Virginia,VA,51,"Paul S. Trible, Jr.",republican,724571,1415622,51.18
1982,Virginia,VA,51,Richard J. (Dick) Davis,democrat,690839,1415622,48.80
1982,Washington,WA,53,Doug Jewett,republican,332273,1368476,24.28
1982,Washington,WA,53,Henry M. Jackson,democrat,943655,1368476,68.96
1982,West Virginia,WV,54,Cleve Benedict,republican,173910,565314,30.76
1982,West Virginia,WV,54,Robert C. Byrd,democrat,387170,565314,68.49
1982,Wisconsin,WI,55,Scott McCallum,republican,527355,1544883,34.14
1982,Wisconsin,WI,55,William Proxmire,democrat,983311,1544883,63.65
1982,Wyoming,WY,56,Malcolm Wallop,republican,94725,167191,56.66
1982,Wyoming,WY,56,Rodger McDaniel,democrat,72466,167191,43.34
1984,Alabama,AL,1,Howell Heflin,democrat,860535,1371234,62.76
1984,Alabama,AL,1,Albert Lee Smith,republican,498508,1371234,36.35
1984,Alaska,AK,2,John E. Havelock,democrat,58804,206438,28.49
1984,Alaska,AK,2,Ted Stevens,republican,146919,206438,71.17
1984,Arkansas,AR,5,David Pryor,democrat,502341,875956,57.35
1984,Arkansas,AR,5,Ed Bethune,republican,373615,875956,42.65
1984,Colorado,CO,8,"William L. ""Bill"" Armstrong",republican,833821,1297809,64.25
1984,Colorado,CO,8,Nancy Dick,democrat,449327,1297809,34.62
1984,Delaware,DE,10,Joseph R. Biden Jr.,democrat,147831,245932,60.11
1984,Delaware,DE,10,John M. Burris,republican,98101,245932,39.89
1984,Georgia,GA,13,Mike Hicks,republican,337196,1681344,20.06
1984,Georgia,GA,13,Sam Nunn,democrat,1344104,1681344,79.94
1984,Idaho,ID,16,Peter M. Busch,democrat,105591,406168,26.00
1984,Idaho,ID,16,James A. McClure,republican,293193,406168,72.19
1984,Illinois,IL,17,Charles H. Percy,republican,2308039,4787335,48.21
1984,Illinois,IL,17,Paul Simon,democrat,2397165,4787335,50.07
1984,Iowa,IA,19,Roger W. Jepsen,republican,564381,1292700,43.66
1984,Iowa,IA,19,Tom Harkin,democrat,716883,1292700,55.46
1984,Kansas,KS,20,James R. Maher,democrat,211664,996729,21.24
1984,Kansas,KS,20,Nancy Landon Kassebaum,republican,757402,996729,75.99
1984,Kentucky,KY,21,Walter (Dee) Huddleston,democrat,639721,1292407,49.50
1984,Kentucky,KY,21,Mitch McConnell,democrat,644990,1292407,49.91
1984,Louisiana,LA,22,J. Bennett Johnston Jr.,democrat,1,1,100.00
1984,Maine,ME,23,William S. Cohen,republican,404414,551406,73.34
1984,Maine,ME,23,Elizabeth H. Mitchell,democrat,142626,551406,25.87
1984,Massachusetts,MA,25,John F. Kerry,democrat,1393150,2530471,55.05
1984,Massachusetts,MA,25,Raymond Shamie,republican,1136913,2530471,44.93
1984,Michigan,MI,26,Carl Levin,democrat,1915831,3700938,51.77
1984,Michigan,MI,26,Jack Lousma,republican,1745302,3700938,47.16
1984,Minnesota,MN,27,Joan Anderson Growe,democrat,852844,2066143,41.28
1984,Minnesota,MN,27,Rudy Boschwitz,republican,1199926,2066143,58.08
1984,Mississippi,MS,28,William F. Winter,democrat,371926,952240,39.06
1984,Mississippi,MS,28,Thad Cochran,republican,580314,952240,60.94
1984,Montana,MT,30,Max Baucus,democrat,215704,379155,56.89
1984,Montana,MT,30,Chuck Cozzens,republican,154308,379155,40.70
1984,Nebraska,NE,31,J. J. Exon,democrat,332217,639668,51.94
1984,Nebraska,NE,31,Nancy Hoch,republican,307147,639668,48.02
1984,New Hampshire,NH,33,Norman E. D'Amours,democrat,157447,384369,40.96
1984,New Hampshire,NH,33,Gordon J. Humphrey,republican,225828,384369,58.75
1984,New Jersey,NJ,34,Bill Bradley,democrat,1986644,3096456,64.16
1984,New Jersey,NJ,34,Mary V. Mochary,republican,1080100,3096456,34.88
1984,New Mexico,NM,35,Pete V. Domenici,republican,361371,502634,71.90
1984,New Mexico,NM,35,Judith A. Pratt,democrat,141253,502634,28.10
1984,North Carolina,NC,37,Jesse Helms,republican,1156768,2239051,51.66
1984,North Carolina,NC,37,James B. (Jim) Hunt Jr.,democrat,1070488,2239051,47.81
1984,Oklahoma,OK,40,David Boren,democrat,906131,1197937,75.64
1984,Oklahoma,OK,40,Will E. Bill Crozier,republican,280638,1197937,23.43
1984,Oregon,OR,41,Mark O. Hatfield,republican,808152,1214735,66.53
1984,Oregon,OR,41,Margie Hendriksen,democrat,406122,1214735,33.43
1984,Rhode Island,RI,44,Barbara M. Leonard,republican,107545,393356,27.34
1984,Rhode Island,RI,44,Claiborne deB. Pell,democrat,285811,393356,72.66
1984,South Carolina,SC,45,Strom Thurmond,republican,644815,965130,66.81
1984,South Carolina,SC,45,Melvin Purvis,democrat,306982,965130,31.81
1984,South Dakota,SD,46,George V. Cunningham,democrat,80537,315713,25.51
1984,South Dakota,SD,46,Larry Pressler,republican,235176,315713,74.49
1984,Tennessee,TN,47,Victor Ashe,republican,557016,1648036,33.80
1984,Tennessee,TN,47,Albert Gore Jr.,democrat,1000607,1648036,60.72
1984,Texas,TX,48,Lloyd Doggett,democrat,2202557,5314178,41.45
1984,Texas,TX,48,Phil Gramm,republican,3111348,5314178,58.55
1984,Virginia,VA,51,"Edythe C. ""Edie"" Harrison",democrat,601142,2007487,29.95
1984,Virginia,VA,51,John W. Warner,republican,1406194,2007487,70.05
1984,West Virginia,WV,54,John R. Raese,republican,344680,722212,47.73
1984,West Virginia,WV,54,Jay Rockefeller,democrat,374233,722212,51.82
1984,Wyoming,WY,56,Victor A. Ryan,democrat,40525,186898,21.68
1984,Wyoming,WY,56,Al Simpson,republican,146373,186898,78.32
1986,Alabama,AL,1,Richard Shelby,democrat,609360,1211897,50.28
1986,Alabama,AL,1,Jeremiah Denton,republican,602537,1211897,49.72
1986,Alaska,AK,2,Frank H. Murkowski,republican,97674,180801,54.02
1986,Alaska,AK,2,Glenn Olds,democrat,79727,180801,44.10
1986,Arizona,AZ,4,Richard Kimball,democrat,340965,862921,39.51
1986,Arizona,AZ,4,John McCain,republican,521850,862921,60.47
1986,Arkansas,AR,5,Asa Hutchinson,republican,262313,695487,37.72
1986,Arkansas,AR,5,Dale Bumpers,democrat,433122,695487,62.28
1986,California,CA,6,Alan Cranston,democrat,3646672,7398462,49.29
1986,California,CA,6,Ed Zschau,republican,3541804,7398462,47.87
1986,Colorado,CO,8,Ken Kramer,republican,512994,1060765,48.36
1986,Colorado,CO,8,Timothy E. Wirth,democrat,529449,1060765,49.91
1986,Connecticut,CT,9,Roger W. Eddy,republican,340438,976933,34.85
1986,Connecticut,CT,9,Christopher J. Dodd,democrat,632695,976933,64.76
1986,Florida,FL,12,Paula Hawkins,republican,1552376,3429996,45.26
1986,Florida,FL,12,Bob Graham,democrat,1877543,3429996,54.74
1986,Georgia,GA,13,Mack Mattingly,republican,601241,1225008,49.08
1986,Georgia,GA,13,Wyche Fowler Jr.,democrat,623707,1225008,50.91
1986,Hawaii,HI,15,Frank Hutchinson,republican,86910,328797,26.43
1986,Hawaii,HI,15,Daniel K. Inouye,democrat,241887,328797,73.57
1986,Idaho,ID,16,Steve Symms,republican,196958,382024,51.56
1986,Idaho,ID,16,John V. Evans,democrat,185066,382024,48.44
1986,Illinois,IL,17,Alan J. Dixon,democrat,2033783,3122883,65.13
1986,Illinois,IL,17,Judy Koehler,republican,1053734,3122883,33.74
1986,Indiana,IN,18,Jill Lynette Long,democrat,595192,1545563,38.51
1986,Indiana,IN,18,Dan Quayle,republican,936143,1545563,60.57
1986,Iowa,IA,19,Charles E. Grassley,republican,588880,891762,66.04
1986,Iowa,IA,19,John O. Roehrick,democrat,299406,891762,33.57
1986,Kansas,KS,20,Bob Dole,republican,576902,823566,70.05
1986,Kansas,KS,20,Guy MacDonald,democrat,246664,823566,29.95
1986,Kentucky,KY,21,Jackson M. Andrews,republican,173330,677280,25.59
1986,Kentucky,KY,21,Wendell H. Ford,democrat,503775,677280,74.38
1986,Louisiana,LA,22,W. Henson Moore,republican,646311,1369897,47.18
1986,Louisiana,LA,22,John B. Breaux,democrat,723586,1369897,52.82
1986,Maryland,MD,24,Linda Chavez,republican,437411,1112637,39.31
1986,Maryland,MD,24,Barbara A. Mikulski,democrat,675225,1112637,60.69
1986,Missouri,MO,29,Christopher (Kit) Bond,republican,777612,1477327,52.64
1986,Missouri,MO,29,Harriett Woods,democrat,699624,1477327,47.36
1986,Nevada,NV,32,Jim Santini,republican,116606,261932,44.52
1986,Nevada,NV,32,Harry Reid,democrat,130955,261932,50.00
1986,New Hampshire,NH,33,Warren B. Rudman,republican,154090,244735,62.96
1986,New Hampshire,NH,33,Endicott Peabody,democrat,79222,244735,32.37
1986,New York,NY,36,Mark Green,democrat,1723216,4484859,38.42
1986,New York,NY,36,Alfonse M. D'Amato,republican,2030260,4484859,45.27
1986,North Carolina,NC,37,Terry Sanford,democrat,780967,1534848,50.88
