year,state,state_po,state_fips,candidate,party,candidatevotes,totalvotes,percentvote
2012,North Carolina,NC,37,"Obama, Barack H.",democrat,2178391,4505372,48.35
2012,North Dakota,ND,38,"Romney, Mitt",republican,188320,322932,58.32
2012,North Dakota,ND,38,"Obama, Barack H.",democrat,124966,322932,38.7
2012,Ohio,OH,39,"Obama, Barack H.",democrat,2827621,5580822,50.67
2012,Ohio,OH,39,"Romney, Mitt",republican,2661407,5580822,47.69
2012,Oklahoma,OK,40,"Romney, Mitt",republican,891325,1334872,66.77
2012,Oklahoma,OK,40,"Obama, Barack H.",democrat,443547,1334872,33.23
2012,Oregon,OR,41,"Obama, Barack H.",democrat,970488,1789270,54.24
2012,Oregon,OR,41,"Romney, Mitt",republican,754175,1789270,42.15
2012,Pennsylvania,PA,42,"Obama, Barack H.",democrat,2990274,5742040,52.08
2012,Pennsylvania,PA,42,"Romney, Mitt",republican,2680434,5742040,46.68
2012,Rhode Island,RI,44,"Obama, Barack H.",democrat,279677,446049,62.7
2012,Rhode Island,RI,44,"Romney, Mitt",republican,157204,446049,35.24
2012,South Carolina,SC,45,"Romney, Mitt",republican,1071645,1964118,54.56
2012,South Carolina,SC,45,"Obama, Barack H.",democrat,865941,1964118,44.09
2012,South Dakota,SD,46,"Romney, Mitt",republican,210610,363815,57.89
2012,South Dakota,SD,46,"Obama, Barack H.",democrat,145039,363815,39.87
2012,Tennessee,TN,47,"Romney, Mitt",republican,1462330,2458577,59.48
2012,Tennessee,TN,47,"Obama, Barack H.",democrat,960709,2458577,39.08
2012,Texas,TX,48,"Romney, Mitt",republican,4569843,7993851,57.17
2012,Texas,TX,48,"Obama, Barack H.",democrat,3308124,7993851,41.38
2012,Utah,UT,49,"Romney, Mitt",republican,740600,1017440,72.79
2012,Utah,UT,49,"Obama, Barack H.",democrat,251813,1017440,24.75
2012,Vermont,VT,50,"Obama, Barack H.",democrat,199239,299290,66.57
2012,Vermont,VT,50,"Romney, Mitt",republican,92698,299290,30.97
2012,Virginia,VA,51,"Obama, Barack H.",democrat,1971820,3854489,51.16
2012,Virginia,VA,51,"Romney, Mitt",republican,1822522,3854489,47.28
2012,Washington,WA,53,"Obama, Barack H.",democrat,1755396,3125516,56.16
2012,Washington,WA,53,"Mitt, Romney",republican,1290670,3125516,41.29
2012,West Virginia,WV,54,"Romney, Mitt",republican,417655,670438,62.3
2012,West Virginia,WV,54,"Obama, Barack H.",democrat,238269,670438,35.54
2012,Wisconsin,WI,55,"Obama, Barack H.",democrat,1620985,3071434,52.78
2012,Wisconsin,WI,55,"Romney, Mitt",republican,1410966,3071434,45.94
2012,Wyoming,WY,56,"Romney, Mitt",republican,170962,250701,68.19
2012,Wyoming,WY,56,"Obama, Barack H.",democrat,69286,250701,27.64
2016,Alabama,AL,1,"Trump, Donald J.",republican,1318255,2123372,62.08
2016,Alabama,AL,1,"Clinton, Hillary",democrat,729547,2123372,34.36
2016,Alaska,AK,2,"Trump, Donald J.",republican,163387,318608,51.28
2016,Alaska,AK,2,"Clinton, Hillary",democrat,116454,318608,36.55
2016,Arizona,AZ,4,"Trump, Donald J.",republican,1252401,2573165,48.67
2016,Arizona,AZ,4,"Clinton, Hillary",democrat,1161167,2573165,45.13
2016,Arizona,AZ,4,,democrat,42,2573165,0
2016,Arkansas,AR,5,"Trump, Donald J.",republican,684872,1130635,60.57
2016,Arkansas,AR,5,"Clinton, Hillary",democrat,380494,1130635,33.65
2016,California,CA,6,"Clinton, Hillary",democrat,8753788,14181595,61.73
2016,California,CA,6,"Trump, Donald J.",republican,4483810,14181595,31.62
2016,Colorado,CO,8,"Clinton, Hillary",democrat,1338870,2780220,48.16
2016,Colorado,CO,8,"Trump, Donald J.",republican,1202484,2780220,43.25
2016,Connecticut,CT,9,"Clinton, Hillary",democrat,897572,1644920,54.57
2016,Connecticut,CT,9,"Trump, Donald J.",republican,673215,1644920,40.93
2016,Delaware,DE,10,"Clinton, Hillary",democrat,235603,441590,53.35
2016,Delaware,DE,10,"Trump, Donald J.",republican,185127,441590,41.92
2016,District of Columbia,DC,11,"Clinton, Hillary",democrat,282830,312575,90.48
2016,District of Columbia,DC,11,"Trump, Donald J.",republican,12723,312575,4.07
2016,Florida,FL,12,"Trump, Donald J.",republican,4617886,9420039,49.02
2016,Florida,FL,12,"Clinton, Hillary",democrat,4504975,9420039,47.82
2016,Georgia,GA,13,"Trump, Donald J.",republican,2089104,4114732,50.77
2016,Georgia,GA,13,"Clinton, Hillary",democrat,1877963,4114732,45.64
2016,Hawaii,HI,15,"Clinton, Hillary",democrat,266891,437664,60.98
2016,Hawaii,HI,15,"Trump, Donald J.",republican,128847,437664,29.44
2016,Idaho,ID,16,"Trump, Donald J.",republican,409055,690255,59.26
2016,Idaho,ID,16,"Clinton, Hillary",democrat,189765,690255,27.49
2016,Illinois,IL,17,"Clinton, Hillary",democrat,3090729,5536424,55.83
2016,Illinois,IL,17,"Trump, Donald J.",republican,2146015,5536424,38.76
2016,Indiana,IN,18,"Trump, Donald J.",republican,1557286,2734958,56.94
2016,Indiana,IN,18,"Clinton, Hillary",democrat,1033126,2734958,37.77
2016,Iowa,IA,19,"Trump, Donald J.",republican,800983,1565580,51.16
2016,Iowa,IA,19,"Clinton, Hillary",democrat,653669,1565580,41.75
2016,Kansas,KS,20,"Trump, Donald J.",republican,671018,1184402,56.65
2016,Kansas,KS,20,"Clinton, Hillary",democrat,427005,1184402,36.05
2016,Kentucky,KY,21,"Trump, Donald J.",republican,1202971,1924149,62.52
2016,Kentucky,KY,21,"Clinton, Hillary",democrat,628854,1924149,32.68
2016,Louisiana,LA,22,"Trump, Donald J.",republican,1178638,2029032,58.09
2016,Louisiana,LA,22,"Clinton, Hillary",democrat,780154,2029032,38.45
2016,Maine,ME,23,"Clinton, Hillary",democrat,357735,771892,46.35
2016,Maine,ME,23,"Trump, Donald J.",republican,335593,771892,43.48
2016,Maryland,MD,24,"Clinton, Hillary",democrat,1677928,2781446,60.33
2016,Maryland,MD,24,"Trump, Donald J.",republican,943169,2781446,33.91
2016,Maryland,MD,24,"Trump, Donald J.",republican,259,2781446,0.01
2016,Maryland,MD,24,"Clinton, Hillary",democrat,78,2781446,0
2016,Massachusetts,MA,25,"Clinton, Hillary",democrat,1995196,3378821,59.05
2016,Massachusetts,MA,25,"Trump, Donald J.",republican,1090893,3378821,32.29
2016,Michigan,MI,26,"Trump, Donald J.",republican,2279543,4799284,47.5
2016,Michigan,MI,26,"Clinton, Hillary",democrat,2268839,4799284,47.27
2016,Minnesota,MN,27,"Clinton, Hillary",democrat,1367705,2944782,46.45
2016,Minnesota,MN,27,"Trump, Donald J.",republican,1322949,2944782,44.93
2016,Mississippi,MS,28,"Trump, Donald J.",republican,700714,1209357,57.94
2016,Mississippi,MS,28,"Clinton, Hillary",democrat,485131,1209357,40.11
2016,Missouri,MO,29,"Trump, Donald J.",republican,1594511,2808605,56.77
2016,Missouri,MO,29,"Clinton, Hillary",democrat,1071068,2808605,38.14
2016,Montana,MT,30,"Trump, Donald J.",republican,279240,494526,56.47
2016,Montana,MT,30,"Clinton, Hillary",democrat,177709,494526,35.94
2016,Nebraska,NE,31,"Trump, Donald J.",republican,495961,844227,58.75
2016,Nebraska,NE,31,"Clinton, Hillary",democrat,284494,844227,33.7
2016,Nevada,NV,32,"Clinton, Hillary",democrat,539260,1125385,47.92
2016,Nevada,NV,32,"Trump, Donald J.",republican,512058,1125385,45.5
2016,New Hampshire,NH,33,"Clinton, Hillary",democrat,348526,744296,46.83
2016,New Hampshire,NH,33,"Trump, Donald J.",republican,345790,744296,46.46
2016,New Jersey,NJ,34,"Clinton, Hillary",democrat,2148278,3874046,55.45
2016,New Jersey,NJ,34,"Trump, Donald J.",republican,1601933,3874046,41.35
2016,New Mexico,NM,35,"Clinton, Hillary",democrat,385234,798319,48.26
2016,New Mexico,NM,35,"Trump, Donald J.",republican,319667,798319,40.04
2016,New York,NY,36,"Clinton, Hillary",democrat,4379789,7802084,56.14
2016,New York,NY,36,"Trump, Donald J.",republican,2527142,7802084,32.39
2016,North Carolina,NC,37,"Trump, Donald J.",republican,2362631,4741564,49.83
2016,North Carolina,NC,37,"Clinton, Hillary",democrat,2189316,4741564,46.17
2016,North Dakota,ND,38,"Trump, Donald J.",republican,216794,344360,62.96
2016,North Dakota,ND,38,"Clinton, Hillary",democrat,93758,344360,27.23
2016,Ohio,OH,39,"Trump, Donald J.",republican,2841005,5496487,51.69
2016,Ohio,OH,39,"Clinton, Hillary",democrat,2394164,5496487,43.56
2016,Oklahoma,OK,40,"Trump, Donald J.",republican,949136,1452992,65.32
2016,Oklahoma,OK,40,"Clinton, Hillary",democrat,420375,1452992,28.93
2016,Oregon,OR,41,"Clinton, Hillary",democrat,1002106,2001336,50.07
2016,Oregon,OR,41,"Trump, Donald J.",republican,782403,2001336,39.09
2016,Pennsylvania,PA,42,"Trump, Donald J.",republican,2970733,6115402,48.58
2016,Pennsylvania,PA,42,"Clinton, Hillary",democrat,2926441,6115402,47.85
2016,Rhode Island,RI,44,"Clinton, Hillary",democrat,252525,464144,54.41
2016,Rhode Island,RI,44,"Trump, Donald J.",republican,180543,464144,38.9
2016,South Carolina,SC,45,"Trump, Donald J.",republican,1155389,2103027,54.94
2016,South Carolina,SC,45,"Clinton, Hillary",democrat,855373,2103027,40.67
2016,South Dakota,SD,46,"Trump, Donald J.",republican,227721,370093,61.53
2016,South Dakota,SD,46,"Clinton, Hillary",democrat,117458,370093,31.74
2016,Tennessee,TN,47,"Trump, Donald J.",republican,1522925,2508027,60.72
2016,Tennessee,TN,47,"Clinton, Hillary",democrat,870695,2508027,34.72
2016,Texas,TX,48,"Trump, Donald J.",republican,4685047,8969226,52.23
2016,Texas,TX,48,"Clinton, Hillary",democrat,3877868,8969226,43.24
2016,Utah,UT,49,"Trump, Donald J.",republican,515211,1131317,45.54
2016,Utah,UT,49,"Clinton, Hillary",democrat,310674,1131317,27.46
2016,Vermont,VT,50,"Clinton, Hillary",democrat,178573,320467,55.72
2016,Vermont,VT,50,"Trump, Donald J.",republican,95369,320467,29.76
2016,Virginia,VA,51,"Clinton, Hillary",democrat,1981473,3982752,49.75
2016,Virginia,VA,51,"Trump, Donald J.",republican,1769443,3982752,44.43
2016,Washington,WA,53,"Clinton, Hillary",democrat,1742718,3317019,52.54
2016,Washington,WA,53,"Trump, Donald J.",republican,1221747,3317019,36.83
2016,West Virginia,WV,54,"Trump, Donald J.",republican,489371,713051,68.63
2016,West Virginia,WV,54,"Clinton, Hillary",democrat,188794,713051,26.48
2016,Wisconsin,WI,55,"Trump, Donald J.",republican,1405284,2976150,47.22
2016,Wisconsin,WI,55,"Clinton, Hillary",democrat,1382536,2976150,46.45
2016,Wyoming,WY,56,"Trump, Donald J.",republican,174419,258788,67.4
2016,Wyoming,WY,56,"Clinton, Hillary",democrat,55973,258788,21.63
